time,target_spd,cur_spd,APS,BPS,signal,action,error,bonus
6.2,27.36,26.91,17.586545454545455,0.0,17.586545454545455,-0.2354,0.45,2
6.3,27.52,27.14,17.024,0.0,17.024,-0.056299999999999996,0.377,2
6.4,27.66,27.4,15.896272727272725,0.0,15.896272727272725,-0.11279999999999998,0.257,2
6.5,27.68,27.63,15.195222222222222,0.0,15.195222222222222,-0.0701,0.049,2
6.6,27.68,27.8,14.97,0.0,14.97,-0.0225,-0.125,2
6.7,27.68,28.01,14.075666666666669,0.0,14.075666666666669,-0.08940000000000001,-0.332,2
6.8,27.68,28.19,13.633727272727276,0.0,13.633727272727276,-0.0442,-0.511,2
6.9,27.68,28.32,12.945555555555556,0.0,12.945555555555556,-0.0688,-0.637,2
7.0,27.7,28.47,12.426,0.0,12.426,-0.052000000000000005,-0.771,2
7.1,27.82,28.65,12.426,0.0,12.426,0.0,-0.823,2
7.2,27.86,28.76,12.426,0.0,12.426,0.0,-0.896,2
7.3,27.98,28.9,12.426,0.0,12.426,0.0,-0.921,2
7.4,28.02,29.04,12.426,0.0,12.426,0.0,-1.023,2
7.5,28.14,29.17,12.426,0.0,12.426,0.0,-1.025,2
7.6,28.18,29.28,12.426,0.0,12.426,0.0,-1.093,2
7.7,28.32,29.42,12.426,0.0,12.426,0.0,-1.099,2
7.8,28.49,29.56,12.48090909090909,0.0,12.48090909090909,0.0055,-1.073,2
7.9,28.65,29.71,14.42711111111111,0.0,14.42711111111111,0.1946,-1.063,2
8.0,28.83,29.94,17.340454545454545,0.0,17.340454545454545,0.2913,-1.11,2
8.1,29.13,30.21,17.842333333333332,0.0,17.842333333333332,0.0502,-1.08,2
8.2,29.45,30.43,18.295999999999996,0.0,18.295999999999996,0.0454,-0.977,2
8.3,29.79,30.61,18.295999999999996,0.0,18.295999999999996,0.0,-0.823,2
8.4,30.26,30.91,18.628636363636364,0.0,18.628636363636364,0.0333,-0.648,2
8.5,30.74,31.16,19.567999999999998,0.0,19.567999999999998,0.0939,-0.418,2
8.6,31.22,31.43,19.567999999999994,0.0,19.567999999999994,-0.0,-0.207,2
8.7,31.7,31.72,19.567999999999998,0.0,19.567999999999998,0.0,-0.017,2
8.8,32.17,31.93,19.567999999999994,0.0,19.567999999999994,-0.0,0.238,2
8.9,32.53,32.18,19.567999999999998,0.0,19.567999999999998,0.0,0.353,2
9.0,32.97,32.45,19.567999999999994,0.0,19.567999999999994,-0.0,0.515,2
9.1,33.31,32.73,19.567999999999998,0.0,19.567999999999998,0.0,0.581,2
9.2,33.62,32.98,19.567999999999994,0.0,19.567999999999994,-0.0,0.637,2
9.3,33.8,33.2,19.567999999999998,0.0,19.567999999999998,0.0,0.604,2
9.4,33.96,33.39,19.567999999999994,0.0,19.567999999999994,-0.0,0.574,2
9.5,34.12,33.64,19.567999999999998,0.0,19.567999999999998,0.0,0.481,2
9.6,34.28,33.89,18.94209090909091,0.0,18.94209090909091,-0.0626,0.392,2
9.7,34.44,33.97,18.489888888888885,0.0,18.489888888888885,-0.045200000000000004,0.466,2
9.8,34.58,34.09,17.865636363636362,0.0,17.865636363636362,-0.0624,0.488,2
9.9,34.62,34.33,17.024,0.0,17.024,-0.0842,0.286,2
10.0,34.76,34.44,17.024,0.0,17.024,0.0,0.324,2
10.1,34.92,34.52,17.024,0.0,17.024,0.0,0.401,2
10.2,35.08,34.72,17.024,0.0,17.024,0.0,0.36,2
10.3,35.22,34.86,17.024,0.0,17.024,0.0,0.363,2
10.4,35.26,34.98,16.601454545454544,0.0,16.601454545454544,-0.0423,0.287,2
10.5,35.41,35.06,14.788444444444444,0.0,14.788444444444444,-0.1813,0.347,2
10.6,35.57,35.14,14.382000000000003,0.0,14.382000000000003,-0.040600000000000004,0.427,2
10.7,35.71,35.24,14.382000000000001,0.0,14.382000000000001,-0.0,0.472,2
10.8,35.75,35.38,14.382000000000003,0.0,14.382000000000003,0.0,0.373,2
10.9,35.87,35.47,14.382000000000001,0.0,14.382000000000001,-0.0,0.404,2
11.0,35.91,35.55,14.382000000000003,0.0,14.382000000000003,0.0,0.358,2
11.1,36.03,35.67,13.698000000000004,0.0,13.698000000000004,-0.0684,0.363,2
11.2,36.05,35.76,13.698000000000006,0.0,13.698000000000006,0.0,0.29,2
11.3,36.07,35.82,13.119333333333335,0.0,13.119333333333335,-0.05789999999999999,0.246,2
11.4,36.19,35.85,12.426,0.0,12.426,-0.0693,0.337,2
11.5,36.21,35.92,12.426,0.0,12.426,0.0,0.287,2
11.6,36.21,36.0,12.377818181818183,0.0,12.377818181818183,-0.0048000000000000004,0.212,2
11.7,36.21,36.06,11.484888888888888,0.0,11.484888888888888,-0.0893,0.152,2
11.8,36.21,36.08,9.853454545454545,0.0,9.853454545454545,-0.1631,0.132,2
11.9,36.21,36.09,7.306444444444446,0.0,7.306444444444446,-0.25470000000000004,0.12,2
12.0,36.21,36.07,5.627272727272728,0.0,5.627272727272728,-0.1679,0.138,2
12.1,36.21,36.02,4.844555555555555,0.0,4.844555555555555,-0.07830000000000001,0.188,2
12.2,36.21,36.01,4.598,0.0,4.598,-0.0247,0.2,2
12.3,36.19,35.97,4.598,0.0,4.598,0.0,0.224,2
12.4,36.07,35.93,4.598,0.0,4.598,0.0,0.145,2
12.5,36.05,35.9,4.598,0.0,4.598,0.0,0.148,2
12.6,36.03,35.86,4.598,0.0,4.598,0.0,0.166,2
12.7,35.91,35.83,4.598,0.0,4.598,0.0,0.077,2
12.8,35.87,35.81,3.9518181818181817,0.0,3.9518181818181817,-0.0646,0.055,2
12.9,35.75,35.79,2.2831111111111113,0.0,2.2831111111111113,-0.1669,-0.038,2
13.0,35.71,35.67,0.3185454545454546,0.0,0.3185454545454546,-0.1965,0.036,2
13.1,35.59,35.54,0.0,0.0,0.0,-0.0319,0.049,2
13.2,35.55,35.36,0.0,0.0,0.0,0.0,0.184,2
13.3,35.43,35.27,0.0,0.0,0.0,0.0,0.153,2
13.4,35.39,35.16,0.0,0.0,0.0,0.0,0.223,2
13.5,35.24,35.0,0.0,0.0,0.0,0.0,0.237,2
13.6,35.1,34.86,0.0,0.0,0.0,0.0,0.24,2
13.7,35.06,34.73,0.0,0.0,0.0,0.0,0.329,2
13.8,34.92,34.59,0.0,0.0,0.0,0.0,0.329,2
13.9,34.78,34.43,0.0,0.0,0.0,0.0,0.348,2
14.0,34.74,34.31,0.0,0.0,0.0,0.0,0.432,2
14.1,34.6,34.17,0.8742222222222222,0.0,0.8742222222222222,0.0874,0.432,2
14.2,34.46,34.11,2.517454545454545,0.0,2.517454545454545,0.1643,0.355,2
14.3,34.42,34.04,2.642,0.0,2.642,0.0125,0.38,2
14.4,34.28,33.94,2.642,0.0,2.642,0.0,0.343,2
14.5,34.14,33.83,2.642,0.0,2.642,0.0,0.308,2
14.6,34.1,33.74,2.642,0.0,2.642,0.0,0.358,2
14.7,33.98,33.67,2.642,0.0,2.642,0.0,0.305,2
14.8,33.94,33.61,2.642,0.0,2.642,0.0,0.333,2
14.9,33.8,33.52,2.642,0.0,2.642,0.0,0.279,2
15.0,33.66,33.46,2.642,0.0,2.642,0.0,0.202,2
15.1,33.62,33.36,2.642,0.0,2.642,0.0,0.257,2
15.2,33.49,33.3,2.642,0.0,2.642,0.0,0.198,2
15.3,33.45,33.22,2.642,0.0,2.642,0.0,0.233,2
15.4,33.33,33.15,2.642,0.0,2.642,0.0,0.187,2
15.5,33.29,33.09,2.642,0.0,2.642,0.0,0.205,2
15.6,33.17,32.99,2.642,0.0,2.642,0.0,0.18,2
15.7,33.13,32.92,2.642,0.0,2.642,0.0,0.215,2
15.8,33.01,32.82,2.642,0.0,2.642,0.0,0.189,2
15.9,32.97,32.77,2.642,0.0,2.642,0.0,0.206,2
16.0,32.85,32.71,2.642,0.0,2.642,0.0,0.142,2
16.1,32.81,32.62,2.642,0.0,2.642,0.0,0.197,2
16.2,32.69,32.56,2.642,0.0,2.642,0.0,0.134,2
16.3,32.67,32.48,2.642,0.0,2.642,0.0,0.186,2
16.4,32.67,32.41,1.927727272727273,0.0,1.927727272727273,-0.07139999999999999,0.263,2
16.5,32.65,32.32,0.0,0.0,0.0,-0.1928,0.332,2
16.6,32.53,32.17,0.0,0.0,0.0,0.0,0.36,2
16.7,32.51,32.02,0.0,0.0,0.0,0.0,0.488,2
16.8,32.49,31.92,0.0,0.0,0.0,0.0,0.569,2
16.9,32.35,31.8,0.0,1.5145555555555557,-1.5145555555555557,-0.1515,0.548,2
17.0,32.17,31.56,0.0,4.990818181818181,-4.990818181818181,-0.3476,0.612,2
17.1,31.87,31.1,0.0,9.703222222222221,-9.703222222222221,-0.47119999999999995,0.768,2
17.2,31.54,30.76,0.0,10.196,-10.196,-0.0493,0.785,2
17.3,31.2,30.5,0.0,10.196,-10.196,0.0,0.702,2
17.4,30.74,30.11,0.0,10.091727272727272,-10.091727272727272,0.0104,0.628,2
17.5,30.26,29.64,0.0,9.157444444444444,-9.157444444444444,0.09340000000000001,0.621,2
17.6,29.77,29.3,0.0,7.995090909090908,-7.995090909090908,0.1162,0.471,2
17.7,29.29,28.98,0.0,7.187111111111111,-7.187111111111111,0.08080000000000001,0.307,2
17.8,28.81,28.61,0.0,7.978909090909091,-7.978909090909091,-0.0792,0.195,2
17.9,28.32,28.17,0.0,8.841444444444445,-8.841444444444445,-0.0863,0.153,2
18.0,27.84,27.79,0.0,8.983818181818183,-8.983818181818183,-0.014199999999999999,0.046,2
18.1,27.38,27.48,0.0,9.019,-9.019,-0.0035000000000000005,-0.101,2
18.2,27.02,27.1,0.0,9.337818181818184,-9.337818181818184,-0.0319,-0.082,2
18.3,26.55,26.71,0.0,9.412,-9.412,-0.0073999999999999995,-0.156,2
18.4,26.07,26.32,0.0,9.412000000000003,-9.412000000000003,-0.0,-0.251,2
18.5,25.61,25.96,0.0,9.455222222222224,-9.455222222222224,-0.0043,-0.352,2
18.6,25.25,25.62,0.0,8.887181818181817,-8.887181818181817,0.056799999999999996,-0.368,2
18.7,24.8,25.3,0.0,4.881222222222223,-4.881222222222223,0.4006,-0.505,2
18.8,24.48,25.07,0.0,0.1889090909090909,-0.1889090909090909,0.4692,-0.59,2
18.9,24.28,25.02,0.0,0.0,0.0,0.0189,-0.74,2
19.0,24.02,24.81,0.0,0.0,0.0,0.0,-0.784,2
19.1,23.98,24.54,0.0,0.0,0.0,0.0,-0.564,2
19.2,23.98,24.46,0.0,0.0,0.0,0.0,-0.477,2
19.3,23.98,24.4,0.0,0.0,0.0,0.0,-0.416,2
19.4,23.98,24.27,0.0,0.0,0.0,0.0,-0.287,2
19.5,23.98,24.13,1.5795555555555554,0.0,1.5795555555555554,0.158,-0.151,2
19.6,23.98,24.06,3.2860909090909094,0.0,3.2860909090909094,0.17070000000000002,-0.075,2
19.7,23.98,24.02,5.051,0.0,5.051,0.1765,-0.041,2
19.8,23.98,23.93,5.772999999999999,0.0,5.772999999999999,0.0722,0.049,2
19.9,23.98,23.88,5.773,0.0,5.773,0.0,0.102,2
20.0,23.98,23.85,5.772999999999999,0.0,5.772999999999999,-0.0,0.131,2
20.1,23.98,23.91,5.773,0.0,5.773,0.0,0.071,2
20.2,23.98,23.9,5.8252727272727265,0.0,5.8252727272727265,0.0052,0.079,2
20.3,24.0,23.86,6.36,0.0,6.36,0.053500000000000006,0.134,2
20.4,24.12,23.94,6.36,0.0,6.36,0.0,0.183,2
20.5,24.14,23.93,6.229555555555556,0.0,6.229555555555556,-0.013000000000000001,0.206,2
20.6,24.16,23.91,5.772999999999999,0.0,5.772999999999999,-0.045700000000000005,0.256,2
20.7,24.28,23.93,5.773,0.0,5.773,0.0,0.348,2
20.8,24.32,23.95,5.772999999999999,0.0,5.772999999999999,-0.0,0.371,2
20.9,24.44,23.95,5.773,0.0,5.773,0.0,0.493,2
21.0,24.46,23.94,5.772999999999999,0.0,5.772999999999999,-0.0,0.522,2
21.1,24.46,23.95,6.738777777777777,0.0,6.738777777777777,0.09659999999999999,0.515,2
21.2,24.48,23.99,7.6320000000000014,0.0,7.6320000000000014,0.0893,0.49,2
21.3,24.6,24.01,8.240000000000002,0.0,8.240000000000002,0.0608,0.592,2
21.4,24.62,24.07,8.316,0.0,8.316,0.0076,0.545,2
21.5,24.62,24.12,8.316,0.0,8.316,0.0,0.496,2
21.6,24.64,24.19,9.65190909090909,0.0,9.65190909090909,0.1336,0.456,2
21.7,24.76,24.31,10.272999999999998,0.0,10.272999999999998,0.0621,0.448,2
21.8,24.78,24.39,10.272999999999998,0.0,10.272999999999998,0.0,0.393,2
21.9,24.78,24.44,10.272999999999998,0.0,10.272999999999998,0.0,0.337,2
22.0,24.8,24.53,10.272999999999998,0.0,10.272999999999998,0.0,0.271,2
22.1,24.92,24.64,10.272999999999998,0.0,10.272999999999998,0.0,0.285,2
22.2,24.94,24.72,10.272999999999998,0.0,10.272999999999998,0.0,0.222,2
22.3,24.96,24.8,10.272999999999998,0.0,10.272999999999998,0.0,0.16,2
22.4,25.09,24.91,10.272999999999998,0.0,10.272999999999998,0.0,0.175,2
22.5,25.13,24.99,10.272999999999998,0.0,10.272999999999998,0.0,0.139,2
22.6,25.25,25.08,10.272999999999998,0.0,10.272999999999998,0.0,0.169,2
22.7,25.29,25.18,10.272999999999998,0.0,10.272999999999998,0.0,0.105,2
22.8,25.41,25.27,10.272999999999998,0.0,10.272999999999998,0.0,0.14,2
22.9,25.45,25.36,10.42522222222222,0.0,10.42522222222222,0.0152,0.084,2
23.0,25.59,25.48,10.958,0.0,10.958,0.0533,0.111,2
23.1,25.75,25.59,11.349333333333334,0.0,11.349333333333334,0.0391,0.162,2
23.2,25.89,25.7,12.465090909090906,0.0,12.465090909090906,0.1116,0.192,2
23.3,25.93,25.85,12.914999999999996,0.0,12.914999999999996,0.045,0.077,2
23.4,26.07,25.98,13.766454545454543,0.0,13.766454545454543,0.0851,0.089,2
23.5,26.23,26.17,15.261888888888889,0.0,15.261888888888889,0.14950000000000002,0.058,2
23.6,26.39,26.38,15.58290909090909,0.0,15.58290909090909,0.032100000000000004,0.01,2
23.7,26.57,26.57,16.522555555555556,0.0,16.522555555555556,0.094,-0.001,2
23.8,26.86,26.82,17.307454545454544,0.0,17.307454545454544,0.0785,0.04,2
23.9,27.04,27.05,17.946555555555552,0.0,17.946555555555552,0.0639,-0.007,2
24.0,27.22,27.32,21.21127272727273,0.0,21.21127272727273,0.3265,-0.102,2
24.1,27.52,27.74,23.821111111111108,0.0,23.821111111111108,0.261,-0.223,2
24.2,27.82,28.05,21.159636363636363,0.0,21.159636363636363,-0.2661,-0.229,2
24.3,28.02,28.22,20.741999999999994,0.0,20.741999999999994,-0.0418,-0.198,2
24.4,28.32,28.57,20.741999999999994,0.0,20.741999999999994,0.0,-0.245,2
24.5,28.65,28.96,20.741999999999994,0.0,20.741999999999994,0.0,-0.312,2
24.6,28.97,29.23,20.741999999999994,0.0,20.741999999999994,0.0,-0.263,2
24.7,29.29,29.52,20.741999999999994,0.0,20.741999999999994,0.0,-0.232,2
24.8,29.63,29.88,20.741999999999994,0.0,20.741999999999994,0.0,-0.251,2
24.9,30.07,30.16,20.741999999999994,0.0,20.741999999999994,0.0,-0.084,2
25.0,30.42,30.45,20.741999999999994,0.0,20.741999999999994,0.0,-0.031,2
25.1,30.74,30.76,20.741999999999994,0.0,20.741999999999994,0.0,-0.024,2
25.2,31.06,31.09,20.741999999999994,0.0,20.741999999999994,0.0,-0.025,2
25.3,31.38,31.38,20.741999999999994,0.0,20.741999999999994,0.0,-0.001,2
25.4,31.7,31.64,20.741999999999994,0.0,20.741999999999994,0.0,0.058,2
25.5,32.03,31.94,20.741999999999994,0.0,20.741999999999994,0.0,0.087,2
25.6,32.35,32.26,20.741999999999994,0.0,20.741999999999994,0.0,0.085,2
25.7,32.67,32.53,20.741999999999994,0.0,20.741999999999994,0.0,0.137,2
25.8,32.99,32.83,20.741999999999994,0.0,20.741999999999994,0.0,0.162,2
25.9,33.31,33.09,20.741999999999994,0.0,20.741999999999994,0.0,0.22,2
26.0,33.64,33.34,20.741999999999994,0.0,20.741999999999994,0.0,0.303,2
26.1,33.96,33.54,20.741999999999994,0.0,20.741999999999994,0.0,0.425,2
26.2,34.28,33.76,20.741999999999994,0.0,20.741999999999994,0.0,0.517,2
26.3,34.6,34.08,20.741999999999994,0.0,20.741999999999994,0.0,0.517,2
26.4,34.9,34.24,20.741999999999994,0.0,20.741999999999994,0.0,0.653,2
26.5,35.1,34.33,20.741999999999994,0.0,20.741999999999994,0.0,0.772,2
26.6,35.41,34.6,20.741999999999994,0.0,20.741999999999994,0.0,0.814,2
26.7,35.71,34.89,20.741999999999994,0.0,20.741999999999994,0.0,0.822,2
26.8,35.91,35.01,20.741999999999994,0.0,20.741999999999994,0.0,0.901,2
26.9,36.19,35.17,20.741999999999994,0.0,20.741999999999994,0.0,1.025,2
27.0,36.37,35.42,20.741999999999994,0.0,20.741999999999994,0.0,0.947,2
27.1,36.53,35.56,20.60722222222222,0.0,20.60722222222222,-0.013500000000000002,0.971,2
27.2,36.67,35.68,18.082636363636365,0.0,18.082636363636365,-0.2525,0.99,2
27.3,36.71,35.83,16.828,0.0,16.828,-0.1255,0.878,2
27.4,36.83,35.99,16.27245454545455,0.0,16.27245454545455,-0.055600000000000004,0.839,2
27.5,36.85,36.11,16.14377777777778,0.0,16.14377777777778,-0.0129,0.741,2
27.6,36.85,36.2,14.681272727272729,0.0,14.681272727272729,-0.1463,0.645,2
27.7,36.85,36.31,14.187,0.0,14.187,-0.0494,0.539,2
27.8,36.85,36.4,13.752363636363638,0.0,13.752363636363638,-0.0435,0.449,2
27.9,36.85,36.47,12.974777777777776,0.0,12.974777777777776,-0.07780000000000001,0.377,2
28.0,36.85,36.49,11.606818181818182,0.0,11.606818181818182,-0.1368,0.365,2
28.1,36.85,36.57,11.545,0.0,11.545,-0.0062,0.284,2
28.2,36.85,36.62,11.121999999999998,0.0,11.121999999999998,-0.0423,0.231,2
28.3,36.85,36.69,10.958,0.0,10.958,-0.0164,0.159,2
28.4,36.85,36.72,10.161454545454543,0.0,10.161454545454543,-0.07970000000000001,0.134,2
28.5,36.83,36.72,8.702,0.0,8.702,-0.1459,0.111,2
28.6,36.71,36.73,7.322727272727272,0.0,7.322727272727272,-0.1379,-0.014,2
28.7,36.69,36.7,6.049222222222222,0.0,6.049222222222222,-0.1274,-0.012,2
28.8,36.67,36.73,5.088,0.0,5.088,-0.09609999999999999,-0.059,2
28.9,36.55,36.67,5.088,0.0,5.088,0.0,-0.119,2
29.0,36.53,36.66,5.088,0.0,5.088,0.0,-0.13,2
29.1,36.53,36.6,5.088,0.0,5.088,0.0,-0.07,2
29.2,36.53,36.57,5.088,0.0,5.088,0.0,-0.036,2
29.3,36.53,36.55,5.088,0.0,5.088,0.0,-0.017,2
29.4,36.53,36.52,4.966,0.0,4.966,-0.012199999999999999,0.014,2
29.5,36.53,36.49,3.4210000000000003,0.0,3.4210000000000003,-0.1545,0.041,2
29.6,36.53,36.45,1.9657272727272732,0.0,1.9657272727272732,-0.14550000000000002,0.081,2
29.7,36.53,36.31,1.342111111111111,0.0,1.342111111111111,-0.0624,0.219,2
29.8,36.53,36.2,0.6788181818181818,0.0,0.6788181818181818,-0.0663,0.327,2
29.9,36.53,36.1,0.489,0.0,0.489,-0.019,0.426,2
30.0,36.51,35.97,0.05345454545454545,0.0,0.05345454545454545,-0.0436,0.536,2
30.1,36.37,35.84,0.0,0.0,0.0,-0.0053,0.533,2
30.2,36.23,35.69,0.0,0.0,0.0,0.0,0.545,2
30.3,36.17,35.57,0.0,0.0,0.0,0.0,0.605,2
30.4,35.91,35.41,0.0,0.0,0.0,0.0,0.498,2
30.5,35.73,35.27,0.0,0.0,0.0,0.0,0.46,2
30.6,35.57,35.14,0.0,0.0,0.0,0.0,0.427,2
30.7,35.39,35.0,0.0,0.0,0.0,0.0,0.392,2
30.8,35.1,34.85,0.0,0.0,0.0,0.0,0.258,2
30.9,34.9,34.69,0.0,1.1347777777777777,-1.1347777777777777,-0.1135,0.216,2
31.0,34.6,34.48,0.0,4.639181818181818,-4.639181818181818,-0.3504,0.124,2
31.1,34.28,34.11,0.0,8.080222222222222,-8.080222222222222,-0.34409999999999996,0.166,2
31.2,33.96,33.77,0.0,8.662090909090908,-8.662090909090908,-0.058199999999999995,0.192,2
31.3,33.64,33.53,0.0,8.627,-8.627,0.0035000000000000005,0.106,2
31.4,33.29,33.18,0.0,8.559727272727272,-8.559727272727272,0.0067,0.11,2
31.5,32.85,32.81,0.0,7.595888888888889,-7.595888888888889,0.0964,0.037,2
31.6,32.51,32.49,0.0,7.058999999999998,-7.058999999999998,0.053700000000000005,0.016,2
31.7,32.17,32.13,0.0,7.058999999999999,-7.058999999999999,-0.0,0.039,2
31.8,31.72,31.77,0.0,7.232090909090909,-7.232090909090909,-0.0173,-0.044,2
31.9,31.36,31.43,0.0,8.007555555555555,-8.007555555555555,-0.0775,-0.068,2
32.0,30.92,31.03,0.0,8.622636363636365,-8.622636363636365,-0.0615,-0.104,2
32.1,30.58,30.64,0.0,9.014000000000001,-9.014000000000001,-0.0391,-0.06,2
32.2,30.26,30.34,0.0,9.019000000000002,-9.019000000000002,-0.0005,-0.079,2
32.3,29.93,29.98,0.0,8.675444444444445,-8.675444444444445,0.0344,-0.044,2
32.4,29.61,29.51,0.0,8.17181818181818,-8.17181818181818,0.0504,0.095,2
32.5,29.29,29.17,0.0,7.716444444444445,-7.716444444444445,0.0455,0.124,2
32.6,28.97,28.88,0.0,7.450999999999999,-7.450999999999999,0.026500000000000003,0.089,2
32.7,28.65,28.51,0.0,7.582888888888888,-7.582888888888888,-0.0132,0.141,2
32.8,28.32,28.14,0.0,7.450999999999999,-7.450999999999999,0.0132,0.177,2
32.9,28.02,27.85,0.0,7.238333333333333,-7.238333333333333,0.0213,0.166,2
33.0,27.82,27.53,0.0,7.058999999999998,-7.058999999999998,0.0179,0.291,2
33.1,27.52,27.23,0.0,7.058999999999999,-7.058999999999999,-0.0,0.287,2
33.2,27.2,26.95,0.0,6.509727272727273,-6.509727272727273,0.054900000000000004,0.253,2
33.3,26.9,26.71,0.0,2.110555555555555,-2.110555555555555,0.4399,0.184,2
33.4,26.7,26.64,0.0,0.0,0.0,0.2111,0.056,2
33.5,26.39,26.51,0.0,0.0,0.0,0.0,-0.114,2
33.6,26.09,26.28,0.0,0.0,0.0,0.0,-0.188,2
33.7,25.91,26.12,0.0,0.0,0.0,0.0,-0.21,2
33.8,25.75,26.05,0.0,0.0,0.0,0.0,-0.298,2
33.9,25.59,25.92,0.0,0.0,0.0,0.0,-0.334,2
34.0,25.45,25.77,0.0,0.0,0.0,0.0,-0.322,2
