time,target_spd,cur_spd,APS,BPS,signal,action,error,bonus
10.6,35.57,35.59,12.132,0,12.132,0,-0.019,2
10.7,35.71,35.7,11.51244444,0,11.51244444,-0.062,0.013,2
10.8,35.75,35.79,11.31436364,0,11.31436364,-0.0198,-0.043,2
10.9,35.87,35.87,9.917111111,0,9.917111111,-0.1397,-0.001,2
11,35.91,35.93,9.108545455,0,9.108545455,-0.0809,-0.022,2
11.1,36.03,35.98,8.806,0,8.806,-0.0303,0.048,2
11.2,36.05,36.04,8.806,0,8.806,0,0.009,2
11.3,36.07,36.08,8.806,0,8.806,0,-0.015,2
11.4,36.19,36.15,8.806,0,8.806,0,0.04,2
11.5,36.21,36.19,8.806,0,8.806,0,0.016,2
11.6,36.21,36.26,8.806,0,8.806,0,-0.054,2
11.7,36.21,36.33,8.806,0,8.806,0,-0.12,2
11.8,36.21,36.4,8.229727273,0,8.229727273,-0.0576,-0.186,2
11.9,36.21,36.41,6.275,0,6.275,-0.1955,-0.201,2
12,36.21,36.43,4.556545455,0,4.556545455,-0.1718,-0.224,2
12.1,36.21,36.45,3.62,0,3.62,-0.0937,-0.238,2
12.2,36.21,36.43,2.775909091,0,2.775909091,-0.0844,-0.22,2
12.3,36.19,36.45,2.348,0,2.348,-0.0428,-0.254,2
12.4,36.07,36.42,2.151909091,0,2.151909091,-0.0196,-0.346,2
12.5,36.05,36.36,0.915111111,0,0.915111111,-0.1237,-0.309,2
12.6,36.03,36.26,0.391,0,0.391,-0.0524,-0.227,2
12.7,35.91,36.07,0.391,0,0.391,0,-0.163,2
12.8,35.87,36.03,0.102090909,0,0.102090909,-0.0289,-0.158,2
12.9,35.75,35.88,0,0,0,-0.0102,-0.131,2
13,35.71,35.73,0,0,0,0,-0.019,2
13.1,35.59,35.55,0,0,0,0,0.042,2
13.2,35.55,35.45,0,0,0,0,0.103,2
13.3,35.43,35.31,0,0,0,0,0.113,2
13.4,35.39,35.16,0,0,0,0,0.225,2
13.5,35.24,35.03,0,0,0,0,0.208,2
13.6,35.1,34.89,0,0,0,0,0.216,2
13.7,35.06,34.76,0.094555556,0,0.094555556,0.0095,0.302,2
13.8,34.92,34.62,0.78,0,0.78,0.0685,0.301,2
13.9,34.78,34.52,0.978,0,0.978,0.0198,0.257,2
14,34.74,34.38,1.758545455,0,1.758545455,0.0781,0.359,2
14.1,34.6,34.32,2.761555556,0,2.761555556,0.1003,0.283,2
14.2,34.46,34.29,2.935,0,2.935,0.0173,0.174,2
14.3,34.42,34.21,2.935,0,2.935,0,0.215,2
14.4,34.28,34.13,2.935,0,2.935,0,0.149,2
14.5,34.14,34.07,2.935,0,2.935,0,0.071,2
14.6,34.1,34.02,2.935,0,2.935,0,0.082,2
14.7,33.98,33.97,2.935,0,2.935,0,0.009,2
14.8,33.94,33.91,2.935,0,2.935,0,0.026,2
14.9,33.8,33.87,2.935,0,2.935,0,-0.07,2
15,33.66,33.82,2.935,0,2.935,0,-0.154,2
15.1,33.62,33.76,2.935,0,2.935,0,-0.141,2
15.2,33.49,33.69,2.935,0,2.935,0,-0.199,2
15.3,33.45,33.63,2.935,0,2.935,0,-0.181,2
15.4,33.33,33.59,2.935,0,2.935,0,-0.261,2
15.5,33.29,33.55,2.935,0,2.935,0,-0.259,2
15.6,33.17,33.51,2.935,0,2.935,0,-0.338,2
15.7,33.13,33.43,2.935,0,2.935,0,-0.3,2
15.8,33.01,33.4,2.935,0,2.935,0,-0.387,2
15.9,32.97,33.35,2.371555556,0,2.371555556,-0.0563,-0.373,2
16,32.85,33.26,0,0,0,-0.2372,-0.408,2
16.1,32.81,33.13,0,0,0,0,-0.313,2
16.2,32.69,32.97,0,0,0,0,-0.278,2
16.3,32.67,32.9,0,0,0,0,-0.227,2
16.4,32.67,32.77,0,0,0,0,-0.098,2
16.5,32.65,32.63,0,0,0,0,0.024,2
16.6,32.53,32.49,0,0.489,-0.489,-0.0489,0.037,2
16.7,32.51,32.34,0,1.083222222,-1.083222222,-0.0594,0.173,2
16.8,32.49,32.19,0,2.359727273,-2.359727273,-0.1277,0.298,2
16.9,32.35,31.94,0,5.526555556,-5.526555556,-0.3167,0.41,2
17,32.17,31.55,0,8.531636364,-8.531636364,-0.3005,0.62,2
17.1,31.87,31.24,0,9.145,-9.145,-0.0613,0.625,2
17.2,31.54,30.96,0,9.795,-9.795,-0.065,0.583,2
17.3,31.2,30.55,0,10.23944444,-10.23944444,-0.0444,0.653,2
17.4,30.74,30.11,0,10.23154545,-10.23154545,0.0008,0.628,2
17.5,30.26,29.71,0,10.196,-10.196,0.0036,0.545,2
17.6,29.77,29.33,0,10.196,-10.196,0,0.444,2
17.7,29.29,28.88,0,10.196,-10.196,0,0.407,2
17.8,28.81,28.44,0,10.196,-10.196,0,0.371,2
17.9,28.32,28.09,0,10.15822222,-10.15822222,0.0038,0.236,2
18,27.84,27.68,0,9.456363636,-9.456363636,0.0702,0.165,2
18.1,27.38,27.27,0,8.931888889,-8.931888889,0.0524,0.111,2
18.2,27.02,26.92,0,8.769818182,-8.769818182,0.0162,0.099,2
18.3,26.55,26.54,0,8.632333333,-8.632333333,0.0137,0.015,2
18.4,26.07,26.18,0,8.627,-8.627,0.0005,-0.108,2
18.5,25.61,25.83,0,8.546222222,-8.546222222,0.0081,-0.219,2
18.6,25.25,25.44,0,8.168454545,-8.168454545,0.0378,-0.197,2
18.7,24.8,25.11,0,7.505888889,-7.505888889,0.0663,-0.316,2
18.8,24.48,24.84,0,3.390272727,-3.390272727,0.4116,-0.356,2
18.9,24.28,24.75,0,0,0,0.339,-0.463,2
19,24.02,24.62,0,0,0,0,-0.598,2
19.1,23.98,24.38,0,0,0,0,-0.405,2
19.2,23.98,24.19,0,0,0,0,-0.209,2
19.3,23.98,24.15,0,0,0,0,-0.173,2
19.4,23.98,24.11,0.056272727,0,0.056272727,0.0056,-0.13,2
19.5,23.98,23.99,1.063333333,0,1.063333333,0.1007,-0.008,2
19.6,23.98,23.87,2.74,0,2.74,0.1677,0.105,2
19.7,23.98,23.86,2.903666667,0,2.903666667,0.0164,0.124,2
19.8,23.98,23.82,3.733818182,0,3.733818182,0.083,0.158,2
19.9,23.98,23.74,6.326333333,0,6.326333333,0.2593,0.24,2
20,23.98,23.7,7.925,0,7.925,0.1599,0.279,2
20.1,23.98,23.82,7.925,0,7.925,0,0.163,2
20.2,23.98,23.92,7.925,0,7.925,0,0.057,2
20.3,24,23.89,7.925,0,7.925,0,0.104,2
20.4,24.12,23.96,7.925,0,7.925,0,0.159,2
20.5,24.14,24.08,7.925,0,7.925,0,0.057,2
20.6,24.16,24.15,7.925,0,7.925,0,0.012,2
20.7,24.28,24.16,7.925,0,7.925,0,0.119,2
20.8,24.32,24.23,7.925,0,7.925,0,0.095,2
20.9,24.44,24.34,7.925,0,7.925,0,0.101,2
21,24.46,24.38,7.925,0,7.925,0,0.084,2
21.1,24.46,24.42,7.925,0,7.925,0,0.044,2
21.2,24.48,24.52,7.925,0,7.925,0,-0.036,2
21.3,24.6,24.58,7.925,0,7.925,0,0.023,2
21.4,24.62,24.64,7.925,0,7.925,0,-0.019,2
21.5,24.62,24.7,7.925,0,7.925,0,-0.083,2
21.6,24.64,24.77,7.925,0,7.925,0,-0.129,2
21.7,24.76,24.84,7.925,0,7.925,0,-0.082,2
21.8,24.78,24.91,7.925,0,7.925,0,-0.127,2
21.9,24.78,24.98,7.925,0,7.925,0,-0.204,2
22,24.8,25.04,7.925,0,7.925,0,-0.239,2
22.1,24.92,25.09,7.925,0,7.925,0,-0.164,2
22.2,24.94,25.18,7.925,0,7.925,0,-0.237,2
22.3,24.96,25.23,7.925,0,7.925,0,-0.276,2
22.4,25.09,25.28,7.925,0,7.925,0,-0.19,2
22.5,25.13,25.37,7.925,0,7.925,0,-0.242,2
22.6,25.25,25.43,7.925,0,7.925,0,-0.182,2
22.7,25.29,25.48,7.925,0,7.925,0,-0.187,2
22.8,25.41,25.56,7.925,0,7.925,0,-0.147,2
22.9,25.45,25.62,7.925,0,7.925,0,-0.174,2
23,25.59,25.69,8.060727273,0,8.060727273,0.0136,-0.096,2
23.1,25.75,25.76,8.61,0,8.61,0.0549,-0.008,2
23.2,25.89,25.83,9.205727273,0,9.205727273,0.0596,0.059,2
23.3,25.93,25.94,10.04688889,0,10.04688889,0.0841,-0.01,2
23.4,26.07,26.06,10.89818182,0,10.89818182,0.0851,0.008,2
23.5,26.23,26.2,11.39277778,0,11.39277778,0.0495,0.032,2
23.6,26.39,26.33,12.99454545,0,12.99454545,0.1602,0.058,2
23.7,26.57,26.53,14.881,0,14.881,0.1886,0.042,2
23.8,26.86,26.75,15.93572727,0,15.93572727,0.1055,0.111,2
23.9,27.04,26.98,18.00322222,0,18.00322222,0.2067,0.055,2
24,27.22,27.27,19.079,0,19.079,0.1076,-0.048,2
24.1,27.52,27.56,19.09822222,0,19.09822222,0.0019,-0.037,2
24.2,27.82,27.86,19.98936364,0,19.98936364,0.0891,-0.041,2
24.3,28.02,28.2,20.98088889,0,20.98088889,0.0992,-0.177,2
24.4,28.32,28.53,21.036,0,21.036,0.0055,-0.21,2
24.5,28.65,28.88,21.036,0,21.036,0,-0.236,2
24.6,28.97,29.23,21.036,0,21.036,0,-0.265,2
24.7,29.29,29.54,21.036,0,21.036,0,-0.247,2
24.8,29.63,29.93,21.036,0,21.036,0,-0.296,2
24.9,30.07,30.27,21.036,0,21.036,0,-0.195,2
25,30.42,30.61,21.036,0,21.036,0,-0.191,2
25.1,30.74,31,21.036,0,21.036,0,-0.259,2
25.2,31.06,31.26,21.036,0,21.036,0,-0.205,2
25.3,31.38,31.6,21.036,0,21.036,0,-0.218,2
25.4,31.7,32.01,21.036,0,21.036,0,-0.31,2
25.5,32.03,32.34,21.036,0,21.036,0,-0.306,2
25.6,32.35,32.65,21.036,0,21.036,0,-0.298,2
25.7,32.67,32.97,21.036,0,21.036,0,-0.303,2
25.8,32.99,33.32,21.036,0,21.036,0,-0.331,2
25.9,33.31,33.62,21.036,0,21.036,0,-0.311,2
26,33.64,33.91,21.036,0,21.036,0,-0.275,2
26.1,33.96,34.19,21.036,0,21.036,0,-0.228,2
26.2,34.28,34.42,21.036,0,21.036,0,-0.143,2
26.3,34.6,34.73,21.036,0,21.036,0,-0.129,2
26.4,34.9,34.98,20.71827273,0,20.71827273,-0.0318,-0.082,2
26.5,35.1,35.24,19.371,0,19.371,-0.1347,-0.146,2
26.6,35.41,35.49,17.709,0,17.709,-0.1662,-0.081,2
26.7,35.71,35.67,17.709,0,17.709,0,0.045,2
26.8,35.91,35.83,17.709,0,17.709,0,0.077,2
26.9,36.19,36.05,17.709,0,17.709,0,0.145,2
27,36.37,36.24,17.64936364,0,17.64936364,-0.006,0.133,2
27.1,36.53,36.43,16.132,0,16.132,-0.1517,0.103,2
27.2,36.67,36.55,13.02845455,0,13.02845455,-0.3104,0.121,2
27.3,36.71,36.66,10.97444444,0,10.97444444,-0.2054,0.049,2
27.4,36.83,36.79,9.075727273,0,9.075727273,-0.1899,0.041,2
27.5,36.85,36.9,7.278111111,0,7.278111111,-0.1798,-0.047,2
27.6,36.85,36.92,5.919363636,0,5.919363636,-0.1359,-0.074,2
27.7,36.85,36.96,4.154555556,0,4.154555556,-0.1765,-0.115,2
27.8,36.85,36.98,4.011,0,4.011,-0.0144,-0.134,2
27.9,36.85,37.01,4.011,0,4.011,0,-0.16,2
28,36.85,37.02,4.011,0,4.011,0,-0.175,2
28.1,36.85,37.04,4.011,0,4.011,0,-0.19,2
28.2,36.85,37.08,4.011,0,4.011,0,-0.234,2
28.3,36.85,37.1,4.011,0,4.011,0,-0.249,2
28.4,36.85,37.12,4.011,0,4.011,0,-0.267,2
28.5,36.83,37.12,4.011,0,4.011,0,-0.288,2
28.6,36.71,37.16,4.011,0,4.011,0,-0.445,2
28.7,36.69,37.15,4.011,0,4.011,0,-0.46,2
28.8,36.67,37.18,4.011,0,4.011,0,-0.513,2
28.9,36.55,37.15,3.807555556,0,3.807555556,-0.0203,-0.603,2
29,36.53,37.16,3.424,0,3.424,-0.0384,-0.626,2
29.1,36.53,37.16,3.424,0,3.424,0,-0.633,2
29.2,36.53,37.16,3.424,0,3.424,0,-0.631,2
29.3,36.53,37.11,3.424,0,3.424,0,-0.579,2
29.4,36.53,37.1,3.168545455,0,3.168545455,-0.0255,-0.573,2
29.5,36.53,37.09,2.425888889,0,2.425888889,-0.0743,-0.556,2
29.6,36.53,37.02,0.892454545,0,0.892454545,-0.1533,-0.493,2
29.7,36.53,36.82,0,0,0,-0.0892,-0.285,2
29.8,36.53,36.65,0,0,0,0,-0.12,2
29.9,36.53,36.61,0,0,0,0,-0.082,2
30,36.51,36.52,0,0,0,0,-0.01,2
30.1,36.37,36.34,0,0,0,0,0.028,2
30.2,36.23,36.14,0,0,0,0,0.096,2
30.3,36.17,36.03,0,0.626111111,-0.626111111,-0.0626,0.149,2
30.4,35.91,35.91,0,1.276,-1.276,-0.065,0.004,2
30.5,35.73,35.69,0,2.734333333,-2.734333333,-0.1458,0.036,2
30.6,35.57,35.37,0,5.267818182,-5.267818182,-0.2533,0.203,2
30.7,35.39,35.13,0,6.944111111,-6.944111111,-0.1676,0.258,2
30.8,35.1,34.87,0,7.798818182,-7.798818182,-0.0855,0.236,2
30.9,34.9,34.57,0,7.843,-7.843,-0.0044,0.327,2
31,34.6,34.23,0,7.707818182,-7.707818182,0.0135,0.368,2
31.1,34.28,33.9,0,7.451,-7.451,0.0257,0.383,2
31.2,33.96,33.61,0,7.380181818,-7.380181818,0.0071,0.349,2
31.3,33.64,33.3,0,7.407333333,-7.407333333,-0.0027,0.343,2
31.4,33.29,32.95,0,7.451,-7.451,-0.0044,0.341,2
31.5,32.85,32.63,0,7.068222222,-7.068222222,0.0383,0.214,2
31.6,32.51,32.33,0,6.674272727,-6.674272727,0.0394,0.183,2
31.7,32.17,32,0,6.71,-6.71,-0.0036,0.176,2
31.8,31.72,31.69,0,6.737909091,-6.737909091,-0.0028,0.032,2
31.9,31.36,31.41,0,7.005666667,-7.005666667,-0.0268,-0.047,2
32,30.92,31.07,0,7.435454545,-7.435454545,-0.043,-0.148,2
32.1,30.58,30.73,0,7.800111111,-7.800111111,-0.0365,-0.15,2
32.2,30.26,30.44,0,7.843,-7.843,-0.0043,-0.179,2
32.3,29.93,30.13,0,7.800111111,-7.800111111,0.0043,-0.197,2
32.4,29.61,29.78,0,7.806909091,-7.806909091,-0.0007,-0.168,2
32.5,29.29,29.4,0,7.843,-7.843,-0.0036,-0.106,2
32.6,28.97,29.09,0,7.807454545,-7.807454545,0.0036,-0.123,2
32.7,28.65,28.76,0,7.843,-7.843,-0.0036,-0.109,2
32.8,28.32,28.42,0,7.772181818,-7.772181818,0.0071,-0.099,2
32.9,28.02,28.12,0,7.799888889,-7.799888889,-0.0028,-0.101,2
33,27.82,27.81,0,7.494272727,-7.494272727,0.0306,0.008,2
33.1,27.52,27.49,0,6.947,-6.947,0.0547,0.032,2
33.2,27.2,27.15,0,6.012636364,-6.012636364,0.0934,0.05,2
33.3,26.9,26.89,0,4.614111111,-4.614111111,0.1399,0.01,2
33.4,26.7,26.65,0,2.685818182,-2.685818182,0.1928,0.05,2
33.5,26.39,26.38,0,0.649111111,-0.649111111,0.2037,0.011,2
33.6,26.09,26.15,0,0,0,0.0649,-0.058,2
33.7,25.91,26.1,0,0,0,0,-0.186,2
33.8,25.75,25.95,0,0,0,0,-0.201,2
33.9,25.59,25.75,0,0,0,0,-0.159,2
34,25.45,25.62,0,0,0,0,-0.173,2
34.1,25.43,25.58,0,0,0,0,-0.148,2
34.2,25.43,25.47,1.442363636,0,1.442363636,0.1442,-0.037,2
34.3,25.43,25.36,4.693,0,4.693,0.3251,0.065,2
34.4,25.43,25.31,7.615272727,0,7.615272727,0.2922,0.125,2
34.5,25.43,25.27,12.79111111,0,12.79111111,0.5176,0.158,2
34.6,25.43,25.21,14.01,0,14.01,0.1219,0.218,2
34.7,25.43,25.2,14.676,0,14.676,0.0666,0.232,2
34.8,25.43,25.37,14.676,0,14.676,0,0.059,2
34.9,25.43,25.56,15.77088889,0,15.77088889,0.1095,-0.131,2
35,25.43,25.68,16.633,0,16.633,0.0862,-0.255,2
35.1,25.43,25.91,16.633,0,16.633,0,-0.482,2
35.2,25.45,26.19,16.746,0,16.746,0.0113,-0.735,2
35.3,25.61,26.42,17.22,0,17.22,0.0474,-0.816,2
35.4,25.91,26.7,17.85218182,0,17.85218182,0.0632,-0.785,2
35.5,26.23,26.99,18.21466667,0,18.21466667,0.0362,-0.763,2
35.6,26.55,27.31,20.32309091,0,20.32309091,0.2108,-0.759,2
35.7,26.9,27.66,20.546,0,20.546,0.0223,-0.76,2
35.8,27.36,27.98,20.546,0,20.546,0,-0.622,2
35.9,27.82,28.29,20.546,0,20.546,0,-0.472,2
36,28.16,28.62,20.546,0,20.546,0,-0.459,2
36.1,28.49,29.01,20.546,0,20.546,0,-0.516,2
36.2,28.81,29.37,20.546,0,20.546,0,-0.56,2
36.3,29.13,29.67,20.546,0,20.546,0,-0.537,2
36.4,29.47,29.98,20.546,0,20.546,0,-0.507,2
36.5,29.91,30.33,20.546,0,20.546,0,-0.413,2
36.6,30.26,30.68,20.546,0,20.546,0,-0.425,2
36.7,30.58,31,20.546,0,20.546,0,-0.415,2
36.8,30.9,31.27,20.546,0,20.546,0,-0.367,2
36.9,31.22,31.57,20.546,0,20.546,0,-0.347,2
37,31.54,32.02,20.546,0,20.546,0,-0.476,2
37.1,31.87,32.28,20.546,0,20.546,0,-0.413,2
37.2,32.19,32.55,20.546,0,20.546,0,-0.361,2
37.3,32.51,32.9,20.546,0,20.546,0,-0.391,2
37.4,32.83,33.19,20.546,0,20.546,0,-0.364,2
37.5,33.15,33.44,20.546,0,20.546,0,-0.288,2
37.6,33.45,33.72,20.546,0,20.546,0,-0.272,2
37.7,33.66,33.95,20.46177778,0,20.46177778,-0.0084,-0.29,2
37.8,33.96,34.17,19.43227273,0,19.43227273,-0.103,-0.214,2
37.9,34.28,34.43,17.97244444,0,17.97244444,-0.146,-0.154,2
38,34.58,34.68,17.905,0,17.905,-0.0067,-0.102,2
38.1,34.78,34.85,17.905,0,17.905,0,-0.069,2
38.2,35.08,35.13,18.41027273,0,18.41027273,0.0505,-0.045,2
38.3,35.39,35.37,18.80122222,0,18.80122222,0.0391,0.021,2
38.4,35.59,35.49,19.862,0,19.862,0.1061,0.097,2
38.5,35.89,35.77,19.862,0,19.862,0,0.116,2
38.6,36.19,36.03,19.862,0,19.862,0,0.162,2
38.7,36.39,36.21,19.862,0,19.862,0,0.174,2
38.8,36.67,36.45,19.862,0,19.862,0,0.218,2
38.9,36.85,36.75,19.862,0,19.862,0,0.099,2
39,37.03,37,19.862,0,19.862,0,0.038,2
39.1,37.32,37.25,19.862,0,19.862,0,0.073,2
39.2,37.5,37.5,19.862,0,19.862,0,0.005,2
39.3,37.66,37.75,19.862,0,19.862,0,-0.092,2
39.4,37.82,37.95,19.85527273,0,19.85527273,-0.0007,-0.132,2
39.5,37.98,38.19,18.74822222,0,18.74822222,-0.1107,-0.207,2
39.6,38.14,38.33,16.81672727,0,16.81672727,-0.1931,-0.188,2
39.7,38.3,38.49,15.13144444,0,15.13144444,-0.1685,-0.187,2
39.8,38.46,38.59,13.19090909,0,13.19090909,-0.1941,-0.132,2
39.9,38.62,38.7,11.05844444,0,11.05844444,-0.2132,-0.075,2
40,38.79,38.78,10.762,0,10.762,-0.0296,0.009,2
40.1,38.93,38.85,10.762,0,10.762,0,0.078,2
40.2,38.97,38.95,10.762,0,10.762,0,0.026,2
40.3,39.09,39.01,10.762,0,10.762,0,0.086,2
40.4,39.13,39.08,10.762,0,10.762,0,0.051,2
40.5,39.25,39.18,10.22244444,0,10.22244444,-0.054,0.075,2
40.6,39.29,39.21,10.078,0,10.078,-0.0144,0.079,2
40.7,39.41,39.29,10.078,0,10.078,0,0.125,2
40.8,39.43,39.35,10.01827273,0,10.01827273,-0.006,0.079,2
40.9,39.45,39.39,9.254,0,9.254,-0.0764,0.054,2
41,39.57,39.43,8.806,0,8.806,-0.0448,0.14,2
41.1,39.59,39.48,8.806,0,8.806,0,0.113,2
41.2,39.61,39.53,8.806,0,8.806,0,0.08,2
41.3,39.73,39.57,8.806,0,8.806,0,0.163,2
41.4,39.77,39.61,8.806,0,8.806,0,0.162,2
41.5,39.89,39.67,8.806,0,8.806,0,0.221,2
41.6,39.91,39.73,8.806,0,8.806,0,0.182,2
41.7,39.91,39.76,8.806,0,8.806,0,0.151,2
41.8,39.93,39.84,8.806,0,8.806,0,0.095,2
41.9,40.05,39.87,8.806,0,8.806,0,0.183,2
42,40.07,39.91,8.806,0,8.806,0,0.158,2
